date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held,match_status,ticker,currency,final_price,initial_market_midpoint,net_open_interest_amount,net_open_interest_direction,transaction_type,auction_url,year,month,days_to_auction,is_restructuring,is_credit_event,credit_event_occurred
2011-10-27,EMEA,SEAT PAGINE GIALLE S.P.A.,9030.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/seat-paginegialle-s-p-a-2/,dc-isda,SEAT PAGINE GIALLE S.P.A.,auction,2011-12-09,True,matched,SPGIM,EUR,10.0,,,,Subordinated,https://www.cdsdeterminationscommittees.org/cds/seat-paginegialle-s-p-a-2/,2011,2011-10,43.0,False,True,True
2011-11-08,Americas,"DYNEGY HOLDINGS, LLC",9028.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/dynegy-holdings-llc/,dc-isda,"DYNEGY HOLDINGS, LLC",auction,2011-11-29,True,matched,DYNHLD,USD,71.25,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/dynegy-holdings-llc/,2011,2011-11,21.0,False,True,True
2011-11-16,EMEA,"Panrico, S.L. Unipersonal",9011.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/panrico-credit-event/,dc-isda,"Panrico, S.L. Unipersonal",auction,2011-11-23,True,matched,Panrico-A06,,8.125,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Panrico-A06,2011,2011-11,7.0,True,True,True
2011-11-28,Americas,"The PMI Group, Inc.",9029.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/the-pmi-group-inc/,dc-isda,"The PMI Group, Inc.",auction,2011-12-13,True,matched,PMI,USD,16.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/the-pmi-group-inc/,2011,2011-11,15.0,False,True,True
2011-11-30,Americas,AMR Corporation,9031.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/amr-corporation/,dc-isda,AMR Corporation,auction,2011-12-15,True,matched,AMR,USD,23.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/amr-corporation/,2011,2011-11,15.0,False,True,True
2011-12-15,EMEA,NORTHERN ROCK (ASSET MANAGEMENT) PLC,9032.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/northern-rock-asset-management-plc/,dc-isda,NORTHERN ROCK (ASSET MANAGEMENT) PLC,auction,2012-02-02,True,matched,NRAMC,EUR,,,,,Senior - B1,https://www.cdsdeterminationscommittees.org/cds/northern-rock-asset-management-plc/,2011,2011-12,49.0,True,True,True
2012-01-12,EMEA,SEAT PAGINE GIALLE S.P.A.,9033.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/seat-elcds-credit-event/,dc-isda,SEAT PAGINE GIALLE S.P.A.,auction,2012-01-17,True,matched,Seat-A05,EUR,45.0,,,,Lien 1,https://www.cdsdeterminationscommittees.org/lcds/seat-elcds-credit-event/,2012,2012-01,5.0,False,True,True
2012-01-19,Americas,Eastman Kodak Company,9035.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/eastman-kodak-company/,dc-isda,Eastman Kodak Company,auction,2012-02-22,True,matched,EK,USD,23.875,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/eastman-kodak-company/,2012,2012-01,34.0,False,True,True
2012-02-27,Japan,"Elpida Memory, Inc.",9037.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/elpida-memory-inc/,dc-isda,"Elpida Memory, Inc.",auction,2012-03-22,True,matched,HITACH-Elpida,JPY,21.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/elpida-memory-inc/,2012,2012-02,24.0,False,True,True
2012-03-09,EMEA,Hellenic Republic,9038.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/the-hellenic-republic-3/,dc-isda,Hellenic Republic,auction,2012-03-19,True,matched,GREECE,EUR,21.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/the-hellenic-republic-3/,2012,2012-03,10.0,True,True,True
2012-03-15,EMEA,"Financiere Gaillon 7 S.A.S., LR",5000.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/financier-gaillon-7/,dc-isda,"Financiere Gaillon 7 S.A.S., LR",auction,2012-03-28,True,matched,FCGIA,EUR,98.0,,,,Lien 1,https://www.cdsdeterminationscommittees.org/lcds/financier-gaillon-7/,2012,2012-03,13.0,True,True,True
2012-03-16,EMEA,ERC Ireland Finance Limited,9039.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/erc-ireland-finance-limited/,dc-isda,ERC Ireland Finance Limited,auction,2012-03-29,True,matched,ERCIFT,EUR,0.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/erc-ireland-finance-limited/,2012,2012-03,13.0,False,True,True
2012-03-20,EMEA,ERC Ireland Finance Limited,,Restructuring,Determination published,decision,https://www.cdsdeterminationscommittees.org/docs/EMEA_Determinations_Committee_Decisions_20032012ERC.pdf,reference,EMEA Determinations Committee Decisions - ERC Ireland,,2012-03-29,True,matched,ERCIFT,EUR,0.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/erc-ireland-finance-limited/,2012,2012-03,9.0,True,True,True
2012-03-28,EMEA,Eircom,9044.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/eircom/,dc-isda,Eircom,auction,2012-05-02,True,determination_only,,,,,,,,,2012,2012-03,35.0,False,True,True
2012-04-02,Asia ex-Japan,SINO-FOREST CORPORATION,9042.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/sino-forest-corporation-2/,dc-isda,SINO-FOREST CORPORATION,auction,2012-05-09,True,matched,SIFO,USD,29.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/sino-forest-corporation-2/,2012,2012-04,37.0,False,True,True
2012-04-04,Americas,"Hawker Beechcraft Acquisition Company, LLC",9043.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/hawker-beechcraft-acquisition-co-llc/,dc-isda,"Hawker Beechcraft Acquisition Company, LLC",auction,2012-04-26,True,matched,HAWKER-Acqui,USD,63.5,,,,Lien 1,https://www.cdsdeterminationscommittees.org/lcds/hawker-beechcraft-acquisition-co-llc/,2012,2012-04,22.0,False,True,True
2012-05-14,Americas,"Residential Capital, LLC",9045.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/residential-capital-llc/,dc-isda,"Residential Capital, LLC",auction,2012-06-06,True,matched,GM-ResCLLC,USD,17.625,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/residential-capital-llc/,2012,2012-05,23.0,False,True,True
2012-05-21,Americas,Houghton Mifflin Harcourt Publishing Company,9046.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/houghton-mifflin-harcourt-publishing-company/,dc-isda,Houghton Mifflin Harcourt Publishing Company,auction,2012-05-30,True,matched,HTNMIF,USD,55.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/houghton-mifflin-harcourt-publishing-company/,2012,2012-05,9.0,False,True,True
2012-06-01,,Dc Requests Feed,,,,decision,https://www.cdsdeterminationscommittees.org/2012/06/dc-requests-feed/,rest-api,DC Requests Feed,,,False,determination_only,,,,,,,,,2012,2012-06,,False,False,False
2012-11-14,Americas,"OVERSEAS SHIPHOLDING GROUP, INC.",9048.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/overseas-shipholding-group-inc/,dc-isda,"OVERSEAS SHIPHOLDING GROUP, INC.",auction,2012-12-06,True,matched,OSG,USD,35.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/overseas-shipholding-group-inc/,2012,2012-11,22.0,False,True,True
2012-12-17,Americas,Edison Mission Energy,9049.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/edison-mission-energy/,dc-isda,Edison Mission Energy,auction,2013-01-16,True,matched,EIX-EdMisEnergy,USD,48.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/edison-mission-energy/,2012,2012-12,30.0,False,True,True
2013-02-01,EMEA,SNS Bank N.V.,9051.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/sns-bank-nv/,dc-isda,SNS Bank N.V.,auction,2013-04-04,True,matched,SNSBNK,EUR,95.5,,,,Snr/Sub - B1,https://www.cdsdeterminationscommittees.org/cds/sns-bank-nv/,2013,2013-02,62.0,True,True,True
2013-03-18,Americas,SuperMedia Inc.,9053.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/supermedia-inc-dex-media-west-inc-lcds-credit-event/,dc-isda,SuperMedia Inc.,auction,2013-04-24,True,matched,SPMD,USD,74.625,,,,Lien 1,https://www.cdsdeterminationscommittees.org/lcds/supermedia-inc-dex-media-west-inc-lcds-credit-event/,2013,2013-03,37.0,False,False,True
2013-03-18,Americas,"Dex Media West, Inc.",9054.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/lcds/supermedia-inc-dex-media-west-inc-lcds-credit-event/,dc-isda,"Dex Media West, Inc.",auction,2013-04-24,True,matched,DXMI,USD,79.0,,,,Lien 1,https://www.cdsdeterminationscommittees.org/lcds/lcds/supermedia-inc-dex-media-west-inc-lcds-credit-event/,2013,2013-03,37.0,False,False,True
2013-04-16,EMEA,"Bankia, S.A.",9055.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/bankia-s-a/,dc-isda,"Bankia, S.A.",auction,2013-06-05,True,matched,BANKSA,EUR,96.25,,,,Snr/Sub - B1,https://www.cdsdeterminationscommittees.org/cds/bankia-s-a/,2013,2013-04,50.0,True,True,True
2013-05-20,Americas,"URBI, Desarollos Urbanos, Sociedad Anonima Bursatil De Capital Variable",9056.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/urbi-desarrollos-urbanos-s-a-b-de-c-v/,dc-isda,"URBI, Desarollos Urbanos, Sociedad Anonima Bursatil De Capital Variable",auction,2013-06-06,True,matched,URBISA,USD,19.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/urbi-desarrollos-urbanos-s-a-b-de-c-v/,2013,2013-05,17.0,False,True,True
2013-07-09,Americas,"CENGAGE LEARNING ACQUISITIONS, INC.",9060.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/cengage-learning-acquisitions-inc-lcds-credit-event/,dc-isda,"CENGAGE LEARNING ACQUISITIONS, INC.",auction,2013-08-06,True,matched,CENGLQ,USD,74.0,,,,Lien1,https://www.cdsdeterminationscommittees.org/lcds/cengage-learning-acquisitions-inc-lcds-credit-event/,2013,2013-07,28.0,False,True,True
2013-09-15,EMEA,CODERE FINANCE (LUXEMBOURG) S.A.,9061.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/cds/codere-finance-luxembourg-sa/,dc-isda,CODERE FINANCE (LUXEMBOURG) S.A.,auction,2013-10-09,True,matched,CODSA-Fin,EUR,54.5,,,,Senior,https://www.cdsdeterminationscommittees.org/lcds/cds/codere-finance-luxembourg-sa/,2013,2013-09,24.0,False,True,True
2013-11-04,Americas,OGX PETROLEO E GAS PARTICIPACOES S.A.,9062.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/ogx-petroleo-e-gas-participacoes-s-a/,dc-isda,OGX PETROLEO E GAS PARTICIPACOES S.A.,auction,2013-12-04,True,matched,OGXPET,USD,9.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/ogx-petroleo-e-gas-participacoes-s-a/,2013,2013-11,30.0,False,True,True
2014-04-29,Americas,Texas Competitive Electric Holdings Company LLC,9071.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/texas-competitive-electric-holdings-company-llc-lcds-credit-event/,dc-isda,Texas Competitive Electric Holdings Company LLC,auction,2014-05-21,True,matched,TXU-Texas,USD,78.75,,,,Lien1,https://www.cdsdeterminationscommittees.org/cds/texas-competitive-electric-holdings-company-llc-2/,2014,2014-04,22.0,False,True,True
2014-05-01,Americas,Texas Competitive Electric Holdings Company LLC,9063.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/texas-competitive-electric-holdings-company-llc-2/,dc-isda,Texas Competitive Electric Holdings Company LLC,auction,2014-05-21,True,matched,TXU-Texas,USD,78.75,,,,Lien1,https://www.cdsdeterminationscommittees.org/cds/texas-competitive-electric-holdings-company-llc-2/,2014,2014-05,20.0,False,True,True
2014-05-01,Americas,Energy Future Intermediate Holding Company LLC,9065.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/energy-future-intermediate-holding-company-llc/,dc-isda,Energy Future Intermediate Holding Company LLC,auction,2014-05-21,True,matched,ENERFUT,USD,105.75,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/energy-future-intermediate-holding-company-llc/,2014,2014-05,20.0,False,True,True
2014-05-01,Americas,Energy Future Holdings Corp.,9068.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/energy-future-holdings-corp-4/,dc-isda,Energy Future Holdings Corp.,auction,2014-05-21,True,matched,ENERGFU,USD,56.125,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/energy-future-holdings-corp-4/,2014,2014-05,20.0,False,True,True
2014-07-30,Americas,Argentine Republic,9073.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/argentine-republic/,dc-isda,Argentine Republic,auction,2014-09-03,True,matched,ARGENT,USD,39.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/argentine-republic/,2014,2014-07,35.0,False,True,True
2014-08-13,EMEA,Solocal Group S.A. (formerly known as PagesJaunes Group S.A.),9072.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/pages-jaunes-credit-event-2/,dc-isda,Solocal Group S.A. (formerly known as PagesJaunes Group S.A.),auction,2014-08-19,True,matched,SOLOGRO,EUR,88.5,,,,Lien1,https://www.cdsdeterminationscommittees.org/lcds/pages-jaunes-credit-event-2/,2014,2014-08,6.0,False,False,True
2015-01-15,Americas,"Caesars Entertainment Operating Company, Inc.",9074.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/caesars-entertainment-operating-co/,dc-isda,"Caesars Entertainment Operating Company, Inc.",auction,2015-02-19,True,matched,CESEOP,USD,15.875,,,,Senior,https://www.cdsdeterminationscommittees.org/lcds/caesars-entertainment-operating-company-inc-lcds-credit-event/,2015,2015-01,35.0,False,True,True
2015-01-15,Americas,"Caesars Entertainment Operating Company, Inc.",9075.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/caesars-entertainment-operating-company-inc-lcds-credit-event/,dc-isda,"Caesars Entertainment Operating Company, Inc.",auction,2015-02-19,True,matched,CESEOP,USD,15.875,,,,Senior,https://www.cdsdeterminationscommittees.org/lcds/caesars-entertainment-operating-company-inc-lcds-credit-event/,2015,2015-01,35.0,False,True,True
2015-02-06,Americas,RadioShack Corporation,9076.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/radioshack-corporation-2/,dc-isda,RadioShack Corporation,auction,2015-03-05,True,matched,RSH,USD,11.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/radioshack-corporation-2/,2015,2015-02,27.0,False,True,True
2015-05-20,Americas,Sabine Oil & Gas Corporation,9078.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/sabine-oil-gas-corporation/,dc-isda,Sabine Oil & Gas Corporation,auction,2015-06-23,True,matched,SABINOI,USD,15.875,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/sabine-oil-gas-corporation/,2015,2015-05,34.0,False,True,True
2015-08-03,Americas,"Alpha Appalachia Holdings, Inc.",9079.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/alpha-appalachia-holdings-inc-fka-massey-energy-company/,dc-isda,"Alpha Appalachia Holdings, Inc.",auction,2015-09-17,True,matched,AAHI,USD,6.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/alpha-appalachia-holdings-inc-fka-massey-energy-company/,2015,2015-08,45.0,False,True,True
2015-09-19,EMEA,The Republic of Ukraine,9080.0,Repudiation/Moratorium,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/republic-of-ukraine-6/,dc-isda,The Republic of Ukraine,auction,2015-10-06,True,matched,UKRAIN,USD,80.625,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/republic-of-ukraine-6/,2015,2015-09,17.0,False,True,True
2015-12-10,EMEA,"ABENGOA, S.A.",9081.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/abengoa-sa-3/,dc-isda,"ABENGOA, S.A.",auction,2016-01-14,True,matched,ABNG,EUR,4.625,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/abengoa-sa-3/,2015,2015-12,35.0,False,True,True
2016-02-18,Americas,PACIFIC EXPLORATION & PRODUCTION CORPORATION,9082.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/pacific-exploration-production-corporation/,dc-isda,PACIFIC EXPLORATION & PRODUCTION CORPORATION,auction,2016-04-06,True,matched,PACIEXP,USD,20.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/pacific-exploration-production-corporation/,2016,2016-02,48.0,False,True,True
2016-04-13,Americas,Peabody Energy Corporation,9083.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/peabody-energy-corporation/,dc-isda,Peabody Energy Corporation,auction,2016-05-04,True,matched,PLCOAL,USD,11.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/peabody-energy-corporation/,2016,2016-04,21.0,False,True,True
2016-05-20,EMEA,NORSKE SKOGINDUSTRIER ASA,9103.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/norske-skogsindustrier-asa/,dc-isda,NORSKE SKOGINDUSTRIER ASA,auction,2016-06-22,True,matched,NSINO,EUR,29.625,,,,Snr/Sub - B2,https://www.cdsdeterminationscommittees.org/cds/norske-skogsindustrier-asa/,2016,2016-05,33.0,False,True,True
2016-06-21,EMEA,Portugal Telecom International Finance B.V.,9091.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/portugal-telecom-international-finance-b-v/,dc-isda,Portugal Telecom International Finance B.V.,auction,2016-07-21,True,matched,PLTMPL-IntFin,EUR,20.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/portugal-telecom-international-finance-b-v/,2016,2016-06,30.0,False,True,True
2016-07-08,Americas,Commonwealth of Puerto Rico,9092.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/commonwealth-of-puerto-rico/,dc-isda,Commonwealth of Puerto Rico,auction,2016-08-17,True,matched,CMNWPR,USD,58.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/commonwealth-of-puerto-rico/,2016,2016-07,40.0,False,True,True
2016-08-02,EMEA,Grupo Isolux Corsan Finance B.V.,9093.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/grupo-isolux-corsan-finance-b-v/,dc-isda,Grupo Isolux Corsan Finance B.V.,auction,2016-08-24,True,matched,GRUPOIS,EUR,15.75,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/grupo-isolux-corsan-finance-b-v/,2016,2016-08,22.0,False,True,True
2016-12-20,Americas,"iHeartCommunications, Inc.",9094.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/iheart-communications-inc/,dc-isda,"iHeartCommunications, Inc.",auction,2017-02-02,True,matched,IHEAINC,USD,83.25,,,,Lien1,https://www.cdsdeterminationscommittees.org/lcds/iheart-communications-inc-lcds-credit-event/,2016,2016-12,44.0,False,True,True
2016-12-20,Americas,"iHeartCommunications, Inc.",9095.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/iheart-communications-inc-lcds-credit-event/,dc-isda,"iHeartCommunications, Inc.",auction,2017-02-02,True,matched,IHEAINC,USD,83.25,,,,Lien1,https://www.cdsdeterminationscommittees.org/lcds/iheart-communications-inc-lcds-credit-event/,2016,2016-12,44.0,False,True,True
2017-01-06,Americas,Bolivarian Republic of Venezuela,9123.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/usp97475an08/,dc-isda,Bolivarian Republic of Venezuela,auction,2017-12-12,True,matched,VENZ,USD,24.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/usp97475an08/,2017,2017-01,340.0,False,True,True
2017-06-07,EMEA,"BANCO POPULAR ESPANOL, S.A.",9127.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/banco-popular-espanol-sa/,dc-isda,"BANCO POPULAR ESPANOL, S.A.",auction,2017-10-05,True,matched,BPESP,EUR,102.5,,,,Snr/Sub 2003 B2,https://www.cdsdeterminationscommittees.org/cds/banco-popular-espanol-sa/,2017,2017-06,120.0,True,True,True
